                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                0.71904,                 1.0493,                 1.0287,                0.99227,                      1,                  0.995,                0.82088,                0.75628,                 1.6179,                0.96759,             0.00092797,             0.00092797,             0.00092797
                     37,                0.57737,                 1.4261,                0.94107,                0.99227,                      1,                  0.995,                0.82088,                0.75628,                 1.6179,                0.96759,             0.00093966,             0.00093966,             0.00093966
                     38,                0.99774,                 1.7644,                 1.2358,                0.89219,                      1,                0.97444,                 0.7317,                0.71509,                 1.9313,                0.95565,             0.00095055,             0.00095055,             0.00095055
                     39,                0.81125,                 1.3441,                0.97081,                0.89696,                      1,                0.98342,                0.73857,                0.60292,                 1.9991,                0.93261,             0.00096065,             0.00096065,             0.00096065
                     40,                0.68344,                  1.036,                0.98375,                0.89696,                      1,                0.98342,                0.73857,                0.60292,                 1.9991,                0.93261,             0.00096996,             0.00096996,             0.00096996
                     41,                0.67687,                 1.0975,                 1.0525,                0.99169,                      1,                  0.995,                0.85214,                0.55056,                 1.5649,                0.90839,             0.00097848,             0.00097848,             0.00097848
                     42,                0.65971,                 0.9776,                0.94782,                0.98606,                      1,                  0.995,                0.85717,                0.57939,                 1.8317,                0.92351,             0.00098621,             0.00098621,             0.00098621
                     43,                0.64443,                 1.0744,                0.89284,                0.98606,                      1,                  0.995,                0.85717,                0.57939,                 1.8317,                0.92351,             0.00099314,             0.00099314,             0.00099314
                     44,                0.89113,                 1.4902,                 1.0338,                0.97857,                      1,                  0.995,                0.86843,                0.59914,                 1.9475,                0.92918,             0.00099928,             0.00099928,             0.00099928
                     45,                0.74177,                 1.0825,                0.97186,                0.97857,                      1,                  0.995,                0.86843,                0.59914,                 1.9475,                0.92918,              0.0010046,              0.0010046,              0.0010046
                     46,                0.80596,                 1.0793,                 1.0031,                 0.8881,                      1,                0.98667,                0.84619,                0.63038,                 2.2559,                 0.9348,              0.0010092,              0.0010092,              0.0010092
                     47,                0.95009,                 1.2479,                 1.1024,                 0.8881,                      1,                0.98667,                0.84619,                0.63038,                 2.2559,                 0.9348,               0.001013,               0.001013,               0.001013
                     48,                0.69075,                0.97375,                0.94132,                0.96432,                      1,                  0.995,                0.75327,                0.82712,                  2.698,                 1.1312,              0.0010159,              0.0010159,              0.0010159
                     49,                0.82563,                 1.0593,                0.99337,                0.96432,                      1,                  0.995,                0.75327,                0.82712,                  2.698,                 1.1312,              0.0010181,              0.0010181,              0.0010181
                     50,                0.85121,                 1.0948,                 1.0078,                0.91368,                0.94444,                0.95584,                0.53239,                   1.17,                 4.4433,                 1.5072,              0.0010195,              0.0010195,              0.0010195
                     51,                 0.6289,                0.98664,                0.93731,                0.91368,                0.94444,                0.95584,                0.53239,                   1.17,                 4.4433,                 1.5072,                0.00101,                0.00101,                0.00101
                     52,                0.77717,                  1.145,                0.94619,                0.98171,                      1,                  0.995,                0.87056,                0.62895,                 2.3696,                0.95326,                0.00101,                0.00101,                0.00101
                     53,                0.98506,                 1.0389,                 1.1142,                0.98171,                      1,                  0.995,                0.87056,                0.62895,                 2.3696,                0.95326,              0.0009902,              0.0009902,              0.0009902
                     54,                0.90345,                  1.043,                 1.0602,                0.94225,                      1,                  0.995,                0.85104,                0.65969,                 1.9202,                0.95486,              0.0009704,              0.0009704,              0.0009704
                     55,                0.71093,                0.86606,                0.89797,                0.94225,                      1,                  0.995,                0.85104,                0.65969,                 1.9202,                0.95486,              0.0009506,              0.0009506,              0.0009506
                     56,                 0.7274,                 1.1412,                 1.0194,                0.99238,                      1,                  0.995,                 0.7844,                0.73694,                 1.9029,                0.99441,              0.0009308,              0.0009308,              0.0009308
                     57,                0.83629,                0.97668,                 1.0224,                0.99238,                      1,                  0.995,                 0.7844,                0.73694,                 1.9029,                0.99441,               0.000911,               0.000911,               0.000911
                     58,                0.78584,                0.94707,                0.96141,                0.99185,                      1,                  0.995,                0.80051,                0.71501,                  1.752,                0.96439,              0.0008912,              0.0008912,              0.0008912
                     59,                0.70324,                0.99811,                0.96996,                0.99185,                      1,                  0.995,                0.80051,                0.71501,                  1.752,                0.96439,              0.0008714,              0.0008714,              0.0008714
                     60,                0.78104,                 1.0465,                0.99559,                0.98441,                      1,                  0.995,                 0.7788,                0.69752,                 1.6779,                0.93995,              0.0008516,              0.0008516,              0.0008516
                     61,                0.73137,                 1.1958,                 1.0339,                0.98441,                      1,                  0.995,                 0.7788,                0.69752,                 1.6779,                0.93995,              0.0008318,              0.0008318,              0.0008318
                     62,                0.74594,                 1.1267,                0.95668,                 0.9871,                      1,                  0.995,                0.84474,                0.61421,                 1.3866,                0.91025,               0.000812,               0.000812,               0.000812
                     63,                0.82705,                 1.0292,                 1.0511,                 0.9871,                      1,                  0.995,                0.84474,                0.61421,                 1.3866,                0.91025,              0.0007922,              0.0007922,              0.0007922
                     64,                0.76962,                 1.1483,                0.92782,                0.98791,                      1,                  0.995,                0.86305,                0.57298,                 1.2603,                0.89631,              0.0007724,              0.0007724,              0.0007724
                     65,                 1.4829,                 1.7936,                  1.639,                0.98791,                      1,                  0.995,                0.86305,                0.57298,                 1.2603,                0.89631,              0.0007526,              0.0007526,              0.0007526
                     66,                  1.202,                 1.4844,                 1.0754,                0.99154,                      1,                  0.995,                0.86178,                0.57595,                 1.2218,                0.89451,              0.0007328,              0.0007328,              0.0007328
                     67,                0.58288,                0.84102,                0.90415,                0.99154,                      1,                  0.995,                0.86178,                0.57595,                 1.2218,                0.89451,               0.000713,               0.000713,               0.000713
                     68,                 0.8269,                 1.0529,                0.97729,                0.98598,                      1,                  0.995,                0.86479,                0.56338,                 1.1983,                0.88929,              0.0006932,              0.0006932,              0.0006932
                     69,                0.73934,                 1.0681,                  1.048,                0.98598,                      1,                  0.995,                0.86479,                0.56338,                 1.1983,                0.88929,              0.0006734,              0.0006734,              0.0006734
                     70,                0.75807,                0.90582,                0.89524,                0.94014,                      1,                0.99237,                0.88247,                0.53451,                 1.2241,                0.87409,              0.0006536,              0.0006536,              0.0006536
                     71,                0.90152,                 0.9216,                 1.0299,                0.94014,                      1,                0.99237,                0.88247,                0.53451,                 1.2241,                0.87409,              0.0006338,              0.0006338,              0.0006338
                     72,                0.60523,                0.95764,                 1.0204,                0.94196,                      1,                0.98921,                0.88456,                0.51481,                 1.2845,                 0.8639,               0.000614,               0.000614,               0.000614
                     73,                 0.6629,                 0.8779,                0.94771,                0.94196,                      1,                0.98921,                0.88456,                0.51481,                 1.2845,                 0.8639,              0.0005942,              0.0005942,              0.0005942
                     74,                0.73694,                  1.016,                0.95248,                0.94312,                      1,                0.98079,                0.85961,                0.50407,                 1.2691,                0.85873,              0.0005744,              0.0005744,              0.0005744
                     75,                0.62283,                 0.8204,                0.89522,                0.94312,                      1,                0.98079,                0.85961,                0.50407,                 1.2691,                0.85873,              0.0005546,              0.0005546,              0.0005546
                     76,                0.66035,                 1.0882,                  1.049,                 0.9439,                      1,                0.98921,                0.87847,                0.48777,                 1.2382,                0.85389,              0.0005348,              0.0005348,              0.0005348
                     77,                0.83767,                 1.0684,                 1.0563,                 0.9439,                      1,                0.98921,                0.87847,                0.48777,                 1.2382,                0.85389,               0.000515,               0.000515,               0.000515
                     78,                0.70619,                 1.0192,                0.98118,                0.94332,                      1,                0.99237,                0.89284,                 0.4799,                 1.1465,                0.85142,              0.0004952,              0.0004952,              0.0004952
                     79,                0.86769,                 1.3363,                0.93805,                0.94332,                      1,                0.99237,                0.89284,                 0.4799,                 1.1465,                0.85142,              0.0004754,              0.0004754,              0.0004754
                     80,                0.49468,                0.98276,                0.78457,                0.99579,                      1,                  0.995,                0.88952,                0.47072,                  1.065,                0.85612,              0.0004556,              0.0004556,              0.0004556
                     81,                0.58893,                0.80742,                0.88101,                0.99579,                      1,                  0.995,                0.88952,                0.47072,                  1.065,                0.85612,              0.0004358,              0.0004358,              0.0004358
                     82,                0.67438,                0.95732,                0.96274,                0.99618,                      1,                  0.995,                0.89794,                0.48722,                 1.0455,                0.87238,               0.000416,               0.000416,               0.000416
                     83,                0.75472,                0.89893,                0.99048,                0.99618,                      1,                  0.995,                0.89794,                0.48722,                 1.0455,                0.87238,              0.0003962,              0.0003962,              0.0003962
                     84,                0.61796,                0.76433,                0.94457,                 0.9967,                      1,                  0.995,                0.91023,                 0.4987,                 1.0181,                0.87626,              0.0003764,              0.0003764,              0.0003764
                     85,                0.60462,                0.77229,                 0.9228,                 0.9967,                      1,                  0.995,                0.91023,                 0.4987,                 1.0181,                0.87626,              0.0003566,              0.0003566,              0.0003566
                     86,                0.61981,                  1.026,                0.94722,                0.99723,                      1,                  0.995,                0.90544,                0.50661,                 1.0088,                0.87918,              0.0003368,              0.0003368,              0.0003368
                     87,                 0.9468,                  1.031,                 1.0852,                0.99723,                      1,                  0.995,                0.90544,                0.50661,                 1.0088,                0.87918,               0.000317,               0.000317,               0.000317
                     88,                0.91616,                 1.2315,                  0.972,                0.99727,                      1,                  0.995,                0.89112,                0.50904,                 1.0075,                0.87661,              0.0002972,              0.0002972,              0.0002972
                     89,                0.63573,                0.73868,                0.93108,                0.99727,                      1,                  0.995,                0.89112,                0.50904,                 1.0075,                0.87661,              0.0002774,              0.0002774,              0.0002774
                     90,                0.52825,                0.91363,                0.95947,                0.99723,                      1,                  0.995,                0.90327,                0.50802,                 1.0097,                0.87139,              0.0002576,              0.0002576,              0.0002576
                     91,                0.55639,                0.96478,                0.86248,                0.99723,                      1,                  0.995,                0.90327,                0.50802,                 1.0097,                0.87139,              0.0002378,              0.0002378,              0.0002378
                     92,                0.54364,                 1.1976,                0.91253,                0.99757,                      1,                  0.995,                0.90814,                0.49412,                0.99606,                0.86221,               0.000218,               0.000218,               0.000218
                     93,                0.55843,                 1.0078,                0.91095,                0.99757,                      1,                  0.995,                0.90814,                0.49412,                0.99606,                0.86221,              0.0001982,              0.0001982,              0.0001982
                     94,                0.48759,                0.89634,                0.90926,                0.99765,                      1,                  0.995,                 0.8994,                0.47708,                0.98672,                0.85789,              0.0001784,              0.0001784,              0.0001784
                     95,                0.48553,                0.93813,                0.80906,                0.99765,                      1,                  0.995,                 0.8994,                0.47708,                0.98672,                0.85789,              0.0001586,              0.0001586,              0.0001586
                     96,                0.52371,                0.91142,                0.93238,                0.99755,                      1,                  0.995,                0.89101,                0.45834,                0.98683,                 0.8565,              0.0001388,              0.0001388,              0.0001388
                     97,                0.50977,                0.96782,                0.85667,                0.99755,                      1,                  0.995,                0.89101,                0.45834,                0.98683,                 0.8565,               0.000119,               0.000119,               0.000119
                     98,                0.41108,                0.92366,                0.82591,                0.99742,                      1,                  0.995,                0.90967,                0.44414,                0.98287,                0.85335,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                0.44565,                0.91257,                0.87567,                0.99742,                      1,                  0.995,                0.90967,                0.44414,                0.98287,                0.85335,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                0.47031,                 1.0257,                0.86634,                0.99726,                      1,                  0.995,                0.91196,                0.43471,                0.96934,                0.85003,               5.96e-05,               5.96e-05,               5.96e-05
